LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
2.1,0,0,2.88,152.7777,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0183,-0.0265,-0.0304,59,73.5,0,59,73.5,0,175.5,115.5,0,228.6,157.5,0,310.8,249.1,0,157.9573,159.8873,159.4216,149.7222,3.0555
0,0,0,2.89,148.7889,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0261,-0.038,-0.0526,61.1,73.5,0,61.1,73.5,0,151.6,110.5,0,230.7,156.5,0,312.9,193.6,0,157.7106,159.7654,159.3936,148.3275,0.4614
0,0,0,2.89,149.1003,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.002,-0.0216,-0.0436,61.1,73.5,0,61.1,73.5,0,151.6,110.5,0,230.7,156.5,0,260.9,168.6,0,157.3051,159.4814,159.299,149.7909,0.6906
0,0,0,2.88,149.618,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,-0.004,-0.0313,61.1,73.5,0,61.1,73.5,0,133.6,110.5,0,204.7,156.5,0,260.9,168.6,0,156.9462,159.2219,159.2085,149.8257,0.2077
0,0,0,2.88,149.5486,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0004,0.0025,-0.0226,61.1,73.5,0,61.1,73.5,0,133.6,110.5,0,204.7,156.5,0,260.9,166.6,0,156.5863,158.9876,159.109,151.5679,2.0193
2,0,1.5,2.88,149.7222,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0011,0.002,-0.0122,15.1,39.5,0,15.1,39.5,0,146.6,150,0,217.7,182,0,271.7,201.4,0,155.5739,158.6375,158.9998,152.6132,2.891
0.7,0,0,2.87,148.3275,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0093,-0.0087,-0.016,15,41,0,15,41,0,148.6,132.5,0,217,183.5,0,273.7,202.9,0,155.2953,158.384,158.8531,153.8461,5.5186
0,0,0,2.87,149.7909,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0098,0.0039,0.0006,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,154.9786,158.0054,158.6831,150.8771,1.0862
0,0,0,2.87,149.8257,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0002,0.0036,0.0037,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,154.3439,157.8051,158.5929,153.2752,3.4495
0,0,0,2.87,151.5679,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0116,0.015,0.0143,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,153.6946,157.6151,158.4665,154.4444,2.8765
0,0,0,2.87,152.6132,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0068,0.0147,0.0189,2.7,1.5,0,2.7,1.5,0,76.8,117.5,0,193.3,156.5,0,246.4,198.5,0,153.1458,156.9801,158.303,155.0522,2.439
0,0,41.5,2.86,153.8461,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.008,0.0165,0.0242,0.7,0,0,0.7,0,0,76.8,117.5,0,193.3,156.5,0,246.4,198.5,0,153.1205,156.7658,158.1571,159.7222,5.8761
4,0,0.6,2.85,150.8771,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0192,-0.0117,0.0004,0,41.5,0,0,41.5,0,76.8,159,0,167.3,193,0,246.4,239,0,153.1535,156.5677,158.0414,158.6206,7.7435
0,0,0,2.87,153.2752,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0158,0.0054,0.0152,4,42.1,0,4,42.1,0,80.8,159.6,0,171.3,193.6,0,250.4,239.6,0,153.0125,156.4289,157.8806,158.5172,5.242
0,0,0,2.88,154.4444,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0076,0.0116,0.0181,4,42.1,0,4,42.1,0,80.8,159.6,0,153.3,193.6,0,224.4,239.6,0,153.083,156.3538,157.7596,162.0689,7.6245
20,0,0,2.87,155.0522,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0039,0.0143,0.0177,4,45.6,0,4,45.6,0,80.8,163.1,0,153.3,197.1,0,224.4,243.1,0,152.6922,155.9009,157.6573,168.9655,13.9133
0,0,0,2.88,159.7222,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0301,0.0354,0.0432,24,45.6,0,24,45.6,0,100.8,163.1,0,173.3,197.1,0,244.4,229.1,0,152.8045,155.6535,157.5423,168.3848,8.6626
0,0,45,2.9,158.6206,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0068,0.0141,0.0282,24,4.1,0,24,4.1,0,100.8,160.1,0,173.3,178.1,0,241.7,229.1,0,153.119,155.7527,157.5321,171.5068,12.8862
0,0,0.3,2.9,158.5172,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0006,0.0045,0.0219,20,48.5,0,20,48.5,0,100.8,205.1,0,130.9,223.1,0,241.7,274.1,0,153.094,155.821,157.4755,171.8213,13.3041
0,0,0,2.9,162.0689,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0224,0.0196,0.0403,20,48.8,0,20,48.8,0,100.8,205.4,0,130.9,223.4,0,241.7,274.4,0,153.0393,155.8837,157.4371,172.4137,10.3448
0,0,0,2.9,168.9655,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0425,0.0577,0.0735,20,49.8,0,20,49.8,0,100.8,209.9,0,130.9,225.9,0,217.3,251.9,0,152.9052,155.5393,157.5279,169.5501,0.5846
0,0,0,2.91,168.3848,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0034,0.0318,0.0548,0,49.8,0,0,49.8,0,100.8,145.9,0,100.8,212.9,0,217.3,251.9,0,153.67,155.7613,157.7183,172.8373,4.4525
0,0,0,2.92,171.5068,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0185,0.0302,0.0611,0,49.8,0,0,49.8,0,41.8,136.4,0,100.8,212.9,0,217.3,251.9,0,154.3388,156.0619,157.8862,173.0103,1.5035
0,0,0,2.91,171.8213,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0018,0.0129,0.0478,0,4.8,0,0,4.8,0,39.7,136.4,0,100.8,212.9,0,191.3,246.9,0,155.1901,156.4211,158.1153,173.0103,1.189
0,0,0,2.9,172.4137,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,0.0108,0.0405,0,4.5,0,0,4.5,0,39.7,136.4,0,100.8,212.9,0,191.3,246.9,0,156.2371,156.7711,158.3113,178.8194,6.4057
0,0,27,2.89,169.5501,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0166,-0.0137,0.0112,0,2.5,0,0,2.5,0,39.7,138.9,0,100.8,215.4,0,173.3,249.4,0,158.0681,157.0724,158.4709,177.2916,7.7415
46.5,0,0,2.89,172.8373,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0193,0.0091,0.0212,0,29.5,0,0,29.5,0,39.7,157.9,0,100.8,242.4,0,173.3,276.4,0,158.6149,157.29,158.6297,184.2013,11.364
0,0,0,2.89,173.0103,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.001,0.0082,0.013,46.5,29.5,0,46.5,29.5,0,73.2,126.4,0,147.3,242.4,0,219.8,276.4,0,159.2614,157.5054,158.8589,181.5972,8.5869
0,0,0,2.89,173.0103,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,0.007,0.0096,46.5,29.5,0,46.5,29.5,0,71.2,124.9,0,147.3,239.4,0,219.8,257.4,0,160.3199,157.866,159.0709,178.8541,5.8438
4,0,22,2.88,178.8194,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0335,0.0339,0.0395,46.5,29.5,0,46.5,29.5,0,70.5,124.9,0,147.3,239.4,0,177.4,257.4,0,161.4418,158.2102,159.2248,173.6111,5.2083
0,0,0,2.88,177.2916,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0085,0.0134,0.0244,258.5,93,0,258.5,93,0,282.5,190.9,0,359.3,305.4,0,389.4,321.4,0,163.9678,158.3973,159.437,169.618,7.6736
0,0,0,2.88,184.2013,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0389,0.0443,0.0595,258.5,66,0,258.5,66,0,282.5,190.9,0,359.3,305.4,0,389.4,321.4,0,164.6022,158.8812,159.6358,168.7108,15.4905
0,0,0,2.88,181.5972,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0141,0.0082,0.0345,212,66,0,212,66,0,282.5,190.9,0,359.3,241.4,0,359.3,308.4,0,165.4931,159.6135,160.0009,167.2473,14.3499
0,0,0.3,2.88,178.8541,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0151,-0.012,0.009,212,66,0,212,66,0,282.5,190.9,0,300.3,231.9,0,359.3,308.4,0,166.8106,160.1247,160.3301,166.6666,12.1875
3.3,0,0,2.88,173.6111,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0293,-0.0437,-0.0252,212,66.3,0,212,66.3,0,282.5,149.7,0,298.2,232.2,0,359.3,308.7,0,167.9473,160.5504,160.6056,166.6666,6.9445
29.5,0,0,2.88,169.618,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.023,-0.0472,-0.0481,3.3,38.3,0,3.3,38.3,0,281.8,187.1,0,301.5,270.2,0,362.6,346.7,0,170.4927,161.356,160.7815,170.1736,0.5556
0,0,0,2.87,168.7108,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0053,-0.0305,-0.0506,32.8,38.3,0,32.8,38.3,0,311.3,187.1,0,331,270.2,0,392.1,346.7,0,170.4511,161.6717,160.9229,177.0833,8.3725
0,0,0,2.87,167.2473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0086,-0.0199,-0.0511,32.8,38.3,0,32.8,38.3,0,311.3,183.6,0,331,262.2,0,392.1,346.7,0,170.372,161.953,161.0358,164.9652,2.2821
0.2,0,4.5,2.88,166.6666,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0034,-0.011,-0.0467,29.5,0.3,0,29.5,0.3,0,291.3,138.6,0,315.3,229.5,0,392.1,344,0,173.4139,162.27,161.0186,164.9305,1.7361
20,0,0,2.88,166.6666,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,-0.0052,-0.0328,0.2,4.8,0,0.2,4.8,0,291.5,143.1,0,315.5,234,0,392.3,348.5,0,173.0588,162.5465,161.1011,167.2473,0.5807
0,0,9,2.88,170.1736,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.021,0.0198,-0.0001,20.2,4.8,0,20.2,4.8,0,311.5,138.6,0,335.5,234,0,412.3,348.5,0,172.7392,162.8222,161.1786,169.6853,0.4883
6.1,0,2.5,2.88,177.0833,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0406,0.055,0.0481,20.2,13.8,0,20.2,13.8,0,311.5,147.6,0,335.5,243,0,412.3,293.5,0,172.7996,163.0015,161.3476,168.5614,8.5219
0.9,0,2.5,2.88,164.9652,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0684,-0.037,-0.0264,26.3,16.3,0,26.3,16.3,0,317.6,150.1,0,341.6,245.5,0,359.4,286.5,0,173.2345,163.3368,161.6014,164.4055,0.5597
0,0,0,2.88,164.9305,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0002,-0.034,-0.0228,28.7,18.5,0,28.7,18.5,0,320,152.6,0,340,205.9,0,359.7,289,0,172.9952,164.3611,161.73,166.9473,2.0168
0,0,0,2.87,167.2473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.014,-0.0103,-0.0059,28.5,14,0,28.5,14,0,320,152.6,0,340,205.9,0,359.7,289,0,172.5707,164.7439,161.8493,167.2631,0.0158
0,0,0.2,2.86,169.6853,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0145,0.0239,0.0085,8.5,14,0,8.5,14,0,320,150.1,0,340,205.9,0,359.7,289,0,172.3045,165.1863,161.986,169.014,0.6713
0,0,0,2.85,168.5614,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0066,0.0076,-0.0006,8.5,5.2,0,8.5,5.2,0,320,123.3,0,340,202.6,0,359.7,281.2,0,172.3113,165.2961,162.1356,166.8771,1.6843
0,0,0.3,2.86,164.4055,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0246,-0.0242,-0.0268,2.4,2.7,0,2.4,2.7,0,273.5,123.3,0,320,202.6,0,346.7,249.7,0,172.0975,165.3738,162.2126,167.8321,3.4266
89.6,0,0,2.85,166.9473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0154,-0.0036,-0.007,3.5,4.5,0,3.5,4.5,0,273,105.6,0,323.5,161.6,0,347.5,252.5,0,171.1953,166.5566,162.2231,167.5174,0.5701
0,0,0,2.85,167.2631,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0018,0.0037,0.0035,93.1,4.5,0,93.1,4.5,0,187,61.6,0,413.1,161.6,0,437.1,252.5,0,170.9717,166.9847,162.2688,170.8741,3.611
10.1,0,9,2.84,169.014,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0104,0.0168,0.012,93.1,4.5,0,93.1,4.5,0,154.6,61.6,0,413.1,161.6,0,437.1,252.5,0,170.7863,167.377,162.3937,170.7342,1.7202
1.3,0,0,2.85,166.8771,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0126,-0.0051,-0.0042,103.2,13.3,0,103.2,13.3,0,164.7,70.6,0,423.2,166.1,0,447.2,261.5,0,170.3724,167.417,162.5881,170.1048,3.2277
0,0,0,2.86,167.8321,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0057,0.0006,0.0017,104.5,13.3,0,104.5,13.3,0,166,70.6,0,424.5,166.1,0,448.5,261.5,0,169.5062,167.4041,162.8047,168.7412,0.9091
0,0,0,2.86,167.5174,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0018,-0.0023,0.0014,101,9,0,101,9,0,162.7,70.3,0,424.5,166.1,0,444.5,219.4,0,167.9941,168.5367,163.0281,172.3426,4.8252
0,0,0,2.86,170.8741,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.02,0.0206,0.0224,11.4,9,0,11.4,9,0,162.7,70.3,0,424.5,166.1,0,444.5,219.4,0,167.969,168.8928,163.2828,170.4195,0.4546
0,0,0,2.86,170.7342,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0008,0.0118,0.0159,11.4,9,0,11.4,9,0,162.7,32.3,0,424.5,166.1,0,444.5,219.4,0,168.1143,169.3035,163.5361,166.4335,4.3007
0,0,0,2.86,170.1048,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0036,0.0023,0.009,1.3,0,0,1.3,0,0,133.2,32.3,0,424.5,163.6,0,444.5,219.4,0,168.1701,169.3384,163.768,165.5052,4.5996
0,0,0,2.86,168.7412,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.008,-0.0107,-0.0014,0,0,0,0,0,0,133.2,32.3,0,424.5,136.6,0,444.5,215.9,0,168.2398,169.3567,163.981,167.8745,0.8667
0,0,0,2.86,172.3426,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0213,0.0146,0.02,44.1,13,0,44.1,13,0,177.3,45.3,0,422.1,149.6,0,468.6,183.9,0,168.3145,170.2081,164.1354,166.4335,5.9091
0,0,0,2.86,170.4195,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0111,0.0001,0.004,44.1,13,0,44.1,13,0,177.3,45.3,0,418.1,127.6,0,468.6,183.6,0,168.5063,170.5538,164.3389,166.3986,4.0209
0,0,0,2.86,166.4335,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0233,-0.0238,-0.0215,44.1,13,0,44.1,13,0,177.3,45,0,242.5,83.6,0,468.6,183.6,0,168.5933,170.7625,164.5137,166.3986,0.0349
0,0,0,2.87,165.5052,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0055,-0.0249,-0.0261,44.1,13,0,44.1,13,0,177.1,40.5,0,210.1,83.6,0,468.6,183.6,0,168.5827,170.657,164.6884,166.3986,0.8934
0,0,0,2.87,167.8745,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0143,0.0025,-0.0077,44.1,13,0,44.1,13,0,157.1,40.5,0,210.1,83.6,0,468.6,179.1,0,168.5299,170.5343,164.8475,168.7062,0.8317
0,0,0,2.86,166.4335,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0085,-0.001,-0.0138,0,0,0,0,0,0,150.1,26.5,0,210.1,83.3,0,468.6,179.1,0,168.1655,170.5364,165.091,170.7342,4.3007
0,0,0,2.86,166.3986,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0002,-0.0012,-0.011,0,0,0,0,0,0,148.6,26.5,0,206.8,83.3,0,468.6,179.1,0,168.083,170.4017,165.3756,170.2456,3.847
0,0,0,2.86,166.3986,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,-0.003,-0.009,0,0,0,0,0,0,148.6,26.5,0,206.8,83.3,0,468.6,179.1,0,168.0064,170.2514,165.6546,168.1818,1.7832
0,0,0,2.86,166.3986,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,0,-0.0039,0,0,0,0,0,0,148.6,26.5,0,206.8,45.3,0,468.6,179.1,0,168.0732,170.1574,165.9252,165.3684,1.0302
0.6,0,0,2.86,168.7062,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0138,0.0138,0.0133,0,0,0,0,0,0,148.6,26.5,0,177.3,45.3,0,468.6,176.6,0,168.0346,170.0679,166.197,160.944,7.7622
0,0,0,2.86,170.7342,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.012,0.0213,0.0234,1.1,3.5,0,1.1,3.5,0,149.7,29.5,0,178.4,48.8,0,423.2,153.1,0,168.1408,169.904,166.5032,165.845,4.8892
0,0,0,2.85,170.2456,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0028,0.0096,0.016,1.1,3.5,0,1.1,3.5,0,149.5,25.5,0,178.4,48.8,0,423.2,153.1,0,168.2643,169.8471,166.8646,166.7368,3.5088
0,0,0,2.86,168.1818,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0121,-0.01,0.0016,1.1,3.5,0,1.1,3.5,0,146.2,25.5,0,178.4,48.8,0,419.2,131.1,0,168.3543,169.6328,167.1945,172.2105,4.0287
0,0,0,2.85,165.3684,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0167,-0.0256,-0.0165,1.1,3.5,0,1.1,3.5,0,56.6,25.5,0,178.4,48.5,0,243.6,87.1,0,168.4104,169.5974,167.4906,168.6315,3.2631
0.5,0,0,2.86,160.944,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0267,-0.0416,-0.042,1.1,3.5,0,1.1,3.5,0,56.6,25.5,0,178.2,44,0,211.2,87.1,0,168.3243,169.4967,167.7132,170.1754,9.2314
0,0,0,2.84,165.845,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0304,0.0061,-0.0082,0.5,6,0,0.5,6,0,45.7,22.5,0,152.6,38.5,0,211.7,93.1,0,168.0178,168.4179,167.8475,172.1754,6.3304
0,0,0,2.85,166.7368,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0053,0.0163,-0.0024,0.5,6,0,0.5,6,0,45.7,22.5,0,151.7,36,0,211.7,92.8,0,167.9143,168.0926,168.0411,171.4035,4.6667
0.5,0,0.9,2.85,172.2105,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0328,0.0468,0.032,0.5,6,0,0.5,6,0,45.7,22.5,0,150.2,36,0,208.4,92.8,0,167.8608,167.9208,168.2969,176.035,3.8245
0.6,0,0,2.85,168.6315,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0207,0.0021,0.0093,1,6.9,0,1,6.9,0,46.2,23.4,0,150.7,36.9,0,208.9,93.7,0,168.0741,168.0254,168.6023,175.614,6.9825
0,0,0,2.85,170.1754,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0091,0.0058,0.0199,1.6,6.9,0,1.6,6.9,0,46.8,23.4,0,151.3,36.9,0,209.5,55.7,0,167.9722,168.0398,168.8311,176.0211,5.8457
0,0,0,2.85,172.1754,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0117,0.0107,0.0301,1.1,0.9,0,1.1,0.9,0,46.8,23.4,0,151.3,36.7,0,180,55.7,0,167.7992,168.0568,169.075,177.6408,5.4654
