LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
0,0,0,2.99,301.0033,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0011,-0.0051,-0.0054,0,0,0,0,0,0,0,0,0,0.6,0.5,0,6.4,0.5,0,293.0554,299.2649,297.745,274.8344,26.1689
0,0,0,3,286.6666,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0476,-0.0469,-0.0528,0,0,0,0,0,0,0,0,0,0.6,0.5,0,6.4,0.5,0,293.4969,299.1761,297.8158,275.5775,11.0891
0,0,0,3,279.7666,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.024,-0.0559,-0.0693,0,0,0,0,0,0,0,0,0,0.6,0.5,0,6.2,0.5,0,293.1374,298.6967,297.5786,279.6052,0.1614
0,0,0,3,279.8333,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0002,-0.0322,-0.0572,0,0,0,0,0,0,0,0,0,0.6,0.5,0,6.2,0.5,0,292.4689,298.1231,297.2075,283.5526,3.7193
0,0,0,3.01,269.1029,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0383,-0.046,-0.0833,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.5,0,294.885,297.756,297.1047,278.6885,9.5856
0,0,0,3.02,274.8344,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0212,-0.005,-0.0465,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.5,0,293.4526,296.7709,296.8667,268.9542,5.8802
0,13.5,0,3.03,275.5775,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0027,0.0035,-0.0318,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.5,0,292.4727,295.9067,296.5908,269.7068,5.8707
0,0,0,3.04,279.6052,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0146,0.0235,-0.0048,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.5,0,292.0182,295.3087,296.3104,266.5584,13.0468
0,0,0,3.04,283.5526,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0141,0.0248,0.0202,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0.5,0,291.8395,294.8601,296.0244,275.5519,8.0007
0,0,0,3.05,278.6885,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0171,-0.0031,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0,291.3271,294.4318,295.7698,291.83,13.1415
0,0,0,3.06,268.9542,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0349,-0.0415,-0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0,290.6619,293.982,295.4282,285.9477,16.9935
0,0,0,3.07,269.7068,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0027,-0.0265,-0.0219,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0,289.5765,293.2868,294.9091,284.3648,14.658
0,0,0,3.08,266.5584,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0116,-0.0216,-0.0336,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0,288.6303,292.6495,294.4245,289.9022,23.3438
9.5,0,0,3.08,275.5519,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0337,0.0266,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.5,0,288.0117,292.6495,294.4245,282.4675,6.9156
0,0,0,3.06,291.83,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.059,0.0784,0.0625,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0.2,0,285.5258,291.3902,294.1414,254.8387,36.9913
0,0,0,3.06,285.9477,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0201,0.0286,0.0345,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0.2,0,285.8576,290.7431,294.165,258.8996,27.0481
0,0,0,3.07,284.3648,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0055,-0.0002,0.0275,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0.2,0,285.8621,290.1275,294.0045,244.5141,39.8507
0,0,0,3.07,289.9022,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0194,0.0087,0.0444,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0.2,0,284.771,289.9759,293.709,226.415,63.4872
0,0,0,3.08,282.4675,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0256,-0.0148,0.0068,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0,0,9.8,0.2,0,284.129,289.974,293.5212,212.0253,70.4422
0,0,0,3.1,254.8387,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0978,-0.1076,-0.0975,18.6,18,0,18.6,18,0,28.4,18,0,28.4,18,0,28.4,18,0,280.9642,287.374,292.9058,222.3974,32.4413
5.7,8,9,3.09,258.8996,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0159,-0.061,-0.0776,18.6,18,0,18.6,18,0,28.4,18,0,28.4,18,0,28.4,18,0,280.9642,286.837,292.6767,230.2839,28.6157
0,0,0,3.19,244.5141,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0555,-0.0787,-0.1214,4.8,0,0,4.8,0,0,38.9,27,0,38.9,27,0,38.9,27,0,278.563,286.9384,291.3473,236.6352,7.8789
0,0,0,3.18,226.415,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.074,-0.1041,-0.1662,4.8,0,0,4.8,0,0,38.9,27,0,38.9,27,0,38.9,27,0,276.3973,285.6528,290.0954,236.2776,9.8626
0.7,0,1.5,3.16,212.0253,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0635,-0.1284,-0.1939,73.2,34.2,0,73.2,34.2,0,112.1,61.2,0,112.1,61.2,0,112.1,61.2,0,275.5297,285.335,289.8113,219.8113,7.786
0,0,0,3.17,222.3974,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0489,-0.023,-0.1199,73.9,35.7,0,73.9,35.7,0,112.8,62.7,0,112.8,62.7,0,112.8,62.7,0,275.2138,285.335,289.8113,226.3975,4.0001
0,0,0,3.17,230.2839,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0354,0.0454,-0.0526,73.9,35.7,0,73.9,35.7,0,112.8,62.7,0,112.8,62.7,0,112.8,62.7,0,275.9094,285.335,289.8113,231.4814,1.1975
0,1.5,0,3.18,236.6352,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0275,0.0679,0.0042,15.4,16.7,0,15.4,16.7,0,103.3,62.7,0,112.8,62.7,0,112.8,62.7,0,276.8465,284.4221,289.8113,230.9202,5.715
0,0,0,3.17,236.2776,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0015,0.0283,0.0139,0.9,16.5,0,0.9,16.5,0,103,62.7,0,112.8,62.7,0,112.8,62.7,0,276.8465,283.7844,289.8113,219.5195,16.7581
0,0,0,3.18,219.8113,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0696,-0.0622,-0.0434,0.7,1.5,0,0.7,1.5,0,103,62.7,0,112.8,62.7,0,112.8,62.7,0,276.8465,283.0956,289.0764,235.2852,15.4739
0,0,0,3.22,226.3975,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0299,-0.0195,0.0005,0,0,0,0,0,0,103,62.7,0,112.8,62.7,0,112.8,62.7,0,274.3493,283.0956,288.4556,231.0149,4.6174
0,0,0,3.24,231.4814,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0224,0.0175,0.023,0,0,0,0,0,0,103,62.7,0,112.8,62.7,0,112.8,62.7,0,264.4242,280.9149,286.541,223.8805,7.6009
0,0,0,3.26,230.9202,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0024,0.0222,0.0082,24.5,11,0,24.5,11,0,127.5,73.7,0,137.3,73.7,0,137.3,73.7,0,243.2704,277.761,285.9329,224.9253,5.9949
0,26.5,1.5,3.33,219.5195,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0493,-0.0439,-0.0466,24.5,11,0,24.5,11,0,127.5,62.7,0,137.3,73.7,0,137.3,73.7,0,240.1828,274.7576,284.0333,240.7692,21.2497
15.6,0,0,3.33,235.2852,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0718,0.035,0.0287,24.5,12.5,0,24.5,12.5,0,123.3,57.2,0,137.3,75.2,0,137.3,75.2,0,240.1828,273.5494,283.3543,223.2415,12.0437
0,0,0,3.35,231.0149,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0181,0.0106,0.0108,40.1,12.5,0,40.1,12.5,0,124.5,57.2,0,152.9,75.2,0,152.9,75.2,0,239.2033,271.8857,281.4995,226.1773,4.8376
0,0,0,3.35,223.8805,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0308,-0.0206,-0.0171,40.1,12.5,0,40.1,12.5,0,124.5,57.2,0,152.9,75.2,0,152.9,75.2,0,239.2033,271.8857,280.8828,229.3272,5.4467
0,0,0,3.35,224.9253,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0046,-0.0223,-0.015,15.6,1.5,0,15.6,1.5,0,117.3,48.2,0,152.9,75.2,0,152.9,75.2,0,232.1995,267.1341,279.4925,236.1963,11.271
0,0,0,3.25,240.7692,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0704,0.0624,0.0553,15.6,1.5,0,15.6,1.5,0,114,48.2,0,143.4,75.2,0,152.9,75.2,0,230.9871,264.5194,277.9948,223.6196,17.1496
0,0,4,3.27,223.2415,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0727,-0.0287,-0.0271,15.6,0,0,15.6,0,0,114,48.2,0,143.1,75.2,0,152.9,75.2,0,232.3845,263.4399,277.0379,223.211,0.0305
0,0,0,3.27,226.1773,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0131,-0.0151,-0.0096,0,4,0,0,4,0,114,52.2,0,143.1,79.2,0,152.9,79.2,0,232.3845,263.4399,276.9456,223.2415,2.9358
0,0,0,3.27,229.3272,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0139,-0.0031,0,0,4,0,0,4,0,114,52.2,0,143.1,79.2,0,152.9,79.2,0,231.6086,261.8197,275.8725,222.6299,6.6973
3.5,0,0,3.26,236.1963,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0299,0.0439,0.0337,0.8,7.5,0,0.8,7.5,0,114.8,55.7,0,143.9,82.7,0,153.7,82.7,0,229.7103,258.6508,274.5003,225.3963,10.8
0,0,0,3.26,223.6196,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0532,-0.0301,-0.0244,4.3,7.5,0,4.3,7.5,0,118.3,36.7,0,147.4,82.7,0,157.2,82.7,0,229.7103,257.6031,274.2823,223.9939,0.3743
0,0,0,3.27,223.211,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0018,-0.0283,-0.026,4.3,7.5,0,4.3,7.5,0,59.8,36.7,0,147.4,71.7,0,157.2,82.7,0,229.7103,256.2373,273.764,222.7963,0.4147
0,0,0,3.27,223.2415,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0001,-0.0194,-0.0248,4.3,3.5,0,4.3,3.5,0,45.3,36.5,0,143.2,64.7,0,157.2,82.7,0,228.9881,254.586,271.9897,216.7173,6.5242
0,0,10,3.27,222.6299,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0027,-0.0032,-0.0167,4.3,3.5,0,4.3,3.5,0,45.1,21.5,0,128.8,64.7,0,157.2,82.7,0,228.9881,254.586,271.9897,214.8936,7.7363
0,0,0,3.28,225.3963,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0124,0.0106,-0.0041,5.5,10,0,5.5,10,0,46.4,30,0,125.1,65.7,0,159.2,92.7,0,228.9881,251.4336,271.9897,227.2727,1.8764
0,0,0,3.28,223.9939,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0062,0.001,-0.0098,2,10,0,2,10,0,46.4,30,0,123.6,65.7,0,159.2,92.7,0,228.9881,251.4336,271.2055,223.9393,0.0546
0,0,0,3.29,222.7963,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0053,-0.0054,-0.0118,2,10,0,2,10,0,46.4,30,0,120.3,65.7,0,149.7,92.7,0,228.4887,248.4007,269.305,217.5226,5.2737
0,0,0,3.29,216.7173,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0272,-0.0327,-0.0305,2,10,0,2,10,0,46.4,30,0,120.3,65.7,0,149.4,92.7,0,228.4887,248.4007,268.4245,213.8554,2.8619
0,0,0,3.29,214.8936,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0084,-0.0283,-0.0344,2,10,0,2,10,0,46.4,30,0,120.3,65.7,0,149.4,92.7,0,228.4887,248.4007,267.4936,210.2102,4.6834
0.9,0,0.6,3.3,227.2727,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0576,0.0418,0.0266,0,34,0,0,34,0,46.4,64,0,120.3,99.7,0,149.4,126.7,0,228.721,240.0479,266.3556,203.5928,23.6799
0.2,0,17.5,3.3,223.9393,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0146,0.0196,0.0089,0.9,34.6,0,0.9,34.6,0,24.8,53.6,0,121.2,100.3,0,150.3,127.3,0,228.721,236.2129,265.253,205.3571,18.5822
28.3,0,5.5,3.31,217.5226,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0286,-0.0203,-0.0208,1.1,52.1,0,1.1,52.1,0,23,71.1,0,121.4,98.8,0,150.5,144.8,0,228.721,232.3584,263.9685,207.8635,9.6591
0,0,53,3.32,213.8554,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0168,-0.0406,-0.0324,29.4,57.6,0,29.4,57.6,0,51.3,76.6,0,91.2,104.3,0,178.8,139.3,0,227.2324,231.2172,261.3911,198.9705,14.8849
37,0,8,3.33,210.2102,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.017,-0.0376,-0.0426,29.4,110.6,0,29.4,110.6,0,51.3,128.1,0,76.7,157.1,0,174.6,185.3,0,225.8947,229.977,258.6573,186.5889,23.6213
0,0,0,3.34,203.5928,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0314,-0.048,-0.0651,68,91.6,0,68,91.6,0,74.3,143.1,0,114.4,155.6,0,193.1,191.3,0,223.3324,226.4992,255.82,205.8823,2.2895
0,0,0,3.36,205.3571,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0086,-0.0184,-0.0488,67.1,91,0,67.1,91,0,74.3,143.1,0,114.4,155.6,0,193.1,191.3,0,221.3584,224.9721,253.224,207.9881,2.631
0,0,0,3.37,207.8635,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0122,0.0071,-0.0311,66.9,73.5,0,66.9,73.5,0,74.3,143.1,0,114.4,155.6,0,191.6,191.3,0,219.9038,223.7462,250.8987,212.1661,4.3026
0,0,0,3.4,198.9705,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0427,-0.0322,-0.0604,38.6,68,0,38.6,68,0,74.3,143.1,0,114.4,155.6,0,188.3,191.3,0,218.3527,222.8119,248.6496,210.0591,11.0886
0,0,0,3.43,186.5889,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0622,-0.0856,-0.1037,38.6,15,0,38.6,15,0,74.3,143.1,0,114.4,155.6,0,188.3,191.3,0,216.1111,222.8119,248.6496,209.1715,22.5826
4.5,0,1,3.4,205.8823,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.1034,0.0408,0.0103,0,3.5,0,0,3.5,0,73.5,139.1,0,114.4,159.1,0,188.3,194.8,0,213.2008,221.4555,247.095,215.7738,9.8915
0,0,0,3.38,207.9881,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0102,0.0549,0.0264,4.5,4.5,0,4.5,4.5,0,78,140.1,0,96.4,149.1,0,192.8,195.8,0,212.3876,220.5394,244.7718,213.6498,5.6617
0,2.5,0,3.37,212.1661,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.02,0.06,0.0486,4.5,4.5,0,4.5,4.5,0,74.5,140.1,0,94.4,149.1,0,192.8,176.8,0,211.9476,219.8421,242.3846,213.6498,1.4837
0,0,0,3.38,210.0591,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0099,0.0066,0.032,4.5,4.5,0,4.5,4.5,0,74.5,140.1,0,94.4,149.1,0,134.3,176.8,0,211.9675,219.4381,240.005,213.0177,2.9586
0,0,0,3.38,209.1715,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0042,-0.0042,0.0242,4.5,4.5,0,4.5,4.5,0,74.5,130.1,0,78.8,147.6,0,118.9,160.1,0,210.7719,218.9692,237.7174,215.3392,6.1677
0,0,0,3.36,215.7738,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0315,0.0252,0.0556,4.5,1,0,4.5,1,0,72.5,130.1,0,78.8,147.6,0,118.9,160.1,0,210.6385,218.5026,235.7246,218.289,2.5152
0,0,0,3.37,213.6498,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0098,0.0093,0.0331,0,0,0,0,0,0,72.5,130.1,0,78.8,147.6,0,118.9,160.1,0,211.0335,218.3786,233.9269,223.5294,9.8796
0,0,0,3.37,213.6498,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0,0.0036,0.0141,0,0,0,0,0,0,72.5,130.1,0,78.8,147.6,0,118.9,160.1,0,211.2204,218.173,233.2728,234.7507,21.1009
0,9,0,3.38,213.0177,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0029,-0.0062,0.0058,0,0,0,0,0,0,72.5,130.1,0,78.8,147.6,0,118.9,160.1,0,210.4815,217.9845,231.2759,234.5747,21.557
0,0,9,3.39,215.3392,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0108,0.0089,0.0133,7.1,16,0,7.1,16,0,79.6,146.1,0,85.9,159.6,0,126,176.1,0,210.6506,217.7858,228.7336,236.8421,21.5029
1.9,0,0,3.39,218.289,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0136,0.02,0.025,7.1,25,0,7.1,25,0,79.6,155.1,0,85.9,168.6,0,126,185.1,0,210.9436,217.3435,226.4559,243.4017,25.1127
0,0,0,3.4,223.5294,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.024,0.037,0.0439,9,26,0,9,26,0,80.4,104,0,83.5,166.1,0,103.4,175.1,0,211.3757,217.3799,220.0582,249.2668,25.7374
0,0,0,3.41,234.7507,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,0.0502,0.0716,0.0859,4.7,10,0,4.7,10,0,17.9,37.5,0,86.3,166.1,0,90.6,173.6,0,210.8428,216.0696,220.0582,241.8128,7.0621
0,9,2.5,3.41,234.5747,3492.2,7114.3,4699.23,3427.4,4737.29,4660.53,5769.382,13045.001,7540.761,1601.709,239.598,53.762,86,860,13,-0.0007,0.0401,0.0716,4.7,1,0,4.7,1,0,16.3,30.5,0,86.3,156.1,0,90.6,173.6,0,212.4367,216.8169,220.5479,247.478,12.9033
13,0,1.2,3.42,236.8421,3440.863,6002.978,5196.748,3354.963,5973.177,5128.458,6152.648,7299.836,6539.395,1731.242,18395.842,2026.136,64,248,19,0.0096,0.0255,0.0674,4.8,25.8,0,4.8,25.8,0,18.3,56.3,0,86.3,181.9,0,92.6,199.4,0,215.1553,217.2446,219.7371,256.0117,19.1696
0,0,0,3.41,243.4017,3440.863,6002.978,5196.748,3354.963,5973.177,5128.458,6152.648,7299.836,6539.395,1731.242,18395.842,2026.136,64,248,19,0.0276,0.034,0.0808,15,27,0,15,27,0,31.3,57.5,0,99.3,183.1,0,105.6,196.6,0,217.2252,216.761,220.2889,234.6041,8.7976
0,0,0,3.41,249.2668,3440.863,6002.978,5196.748,3354.963,5973.177,5128.458,6152.648,7299.836,6539.395,1731.242,18395.842,2026.136,64,248,19,0.024,0.0461,0.0859,15,27,0,15,27,0,31.3,57.5,0,99.3,183.1,0,105.6,196.6,0,218.9703,217.4787,221.0112,242.7565,6.5103
0.8,0,0,3.42,241.8128,3440.863,6002.978,5196.748,3354.963,5973.177,5128.458,6152.648,7299.836,6539.395,1731.242,18395.842,2026.136,64,248,19,-0.0299,-0.0055,0.0317,15,24.5,0,15,24.5,0,31.3,57.5,0,99.3,183.1,0,105.6,196.6,0,220.8639,218.3095,221.8674,255.1319,13.3191
0,0,0,3.41,247.478,3440.863,6002.978,5196.748,3354.963,5973.177,5128.458,6152.648,7299.836,6539.395,1731.242,18395.842,2026.136,64,248,19,0.0234,0.0108,0.0409,15.8,21.5,0,15.8,21.5,0,32.1,54,0,100.1,149.1,0,105.6,193.1,0,222.0961,219.2496,221.7855,260.2339,12.7559
