LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
0,0,0,1,183.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0181,-0.0088,0.0035,42.1,40.5,0,42.1,40.5,0,42.1,55.5,0,42.1,55.5,0,42.1,55.5,0,181.46,181.46,181.46,187.9,4.4
0,0,0,1,183.2,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0016,-0.0099,-0.0001,42.1,40,0,42.1,40,0,42.1,55.5,0,42.1,55.5,0,42.1,55.5,0,181.6454,181.6454,181.6454,189,5.8
0,0,0,1,185.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0147,0.0074,0.0137,26.7,4.5,0,26.7,4.5,0,42.1,55.5,0,42.1,55.5,0,42.1,55.5,0,181.775,181.775,181.775,189.9,4
0,0,0,1,187.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0107,0.02,0.0205,26.7,4.5,0,26.7,4.5,0,42.1,55.5,0,42.1,55.5,0,42.1,55.5,0,182.0923,182.0923,182.0923,188.9,1
15.8,0,0,1,189,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0058,0.0179,0.0209,25.6,4.5,0,25.6,4.5,0,42.1,55.5,0,42.1,55.5,0,42.1,55.5,0,182.5071,182.5071,182.5071,188.2,0.8
7,0,1,1,189.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0047,0.0122,0.0216,17.3,26.5,0,17.3,26.5,0,59.4,82,0,59.4,82,0,59.4,82,0,182.94,182.94,182.94,190.1,0.2
0,0,0,1,188.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0052,-0.0001,0.0122,24.3,27.5,0,24.3,27.5,0,66.4,83,0,66.4,83,0,66.4,83,0,183.375,183.375,183.375,190.1,1.2
0,0,0,1,188.2,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0037,-0.0056,0.0069,24.3,27.5,0,24.3,27.5,0,66.4,83,0,66.4,83,0,66.4,83,0,183.7,183.7,183.7,188.1,0.1
0,0,0,1,190.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.01,0.0058,0.0134,24.3,27.5,0,24.3,27.5,0,66.4,83,0,66.4,83,0,66.4,83,0,183.95,183.95,183.95,190.1,0
0,0,0,1,190.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0,0.0054,0.0081,24.3,27.5,0,24.3,27.5,0,66.4,83,0,66.4,83,0,66.4,83,0,184.2736,184.2736,184.2736,190.5,0.4
0,0,0,1,188.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0105,-0.0072,-0.0055,7.1,1,0,7.1,1,0,66.5,83,0,66.5,83,0,66.5,83,0,184.565,184.565,184.565,188,0.1
0,0,0,1,190.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0106,0.0035,0.0048,0.1,0,0,0.1,0,0,66.5,83,0,66.5,83,0,66.5,83,0,184.7333,184.7333,184.7333,189,1.1
12.4,0,10,1,190.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0021,0.0056,0.0061,0.1,0,0,0.1,0,0,66.5,83,0,66.5,83,0,66.5,83,0,184.9772,184.9772,184.9772,189,1.5
0,0,0,1,188,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0131,-0.0082,-0.0075,12.5,10,0,12.5,10,0,78.9,93,0,78.9,93,0,78.9,93,0,185.6318,185.2173,185.2173,186.9,1.1
0,0,0,1,189,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0053,-0.0028,-0.0015,12.5,10,0,12.5,10,0,78.9,93,0,78.9,93,0,78.9,93,0,186.0636,185.3333,185.3333,184.4,4.6
5,0,0,1,189,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0,-0.0008,-0.0021,12.4,10,0,12.4,10,0,78.9,93,0,78.9,93,0,78.9,93,0,186.97,185.48,185.48,183.8,5.2
7.5,0,0,1,186.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0111,-0.0093,-0.0124,17.4,10,0,17.4,10,0,83.9,93,0,83.9,93,0,83.9,93,0,187.0666,185.6153,185.6153,184.1,2.8
0,0,0,1,184.4,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0133,-0.0207,-0.0233,24.9,10,0,24.9,10,0,91.4,78,0,91.4,93,0,91.4,93,0,187.059,185.6629,185.6629,185.9,1.5
2.6,0,49,1,183.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0032,-0.0158,-0.0237,12.5,0,0,12.5,0,0,91.4,77.5,0,91.4,93,0,91.4,93,0,187.2227,185.6178,185.6178,187.3,3.5
33.2,0,19,1,184.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0016,-0.005,-0.0174,15.1,49,0,15.1,49,0,78.6,91,0,94,142,0,94,142,0,187.359,185.5551,185.5551,187.3,3.2
0,0,0,1,185.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0097,0.0097,-0.0029,63.2,68.1,0,63.2,68.1,0,114.5,109.1,0,142.1,161.1,0,142.1,161.1,0,187.53,185.5066,185.5066,187,1.1
0,0,0,1,187.3,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0075,0.0146,0.0061,58.2,68.1,0,58.2,68.1,0,114.5,109.1,0,142.1,161.1,0,142.1,161.1,0,187.4523,185.5193,185.5193,185,2.3
0,0,0,1,187.3,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0,0.0082,0.0074,50.7,68.1,0,50.7,68.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,187.4454,185.575,185.575,183,4.3
0,0,0,1,187,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0016,0.0008,0.0071,50.7,68.1,0,50.7,68.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,187.6181,185.6272,185.6272,185.4,1.6
0,0,0,1,185,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0106,-0.0117,-0.0036,48.1,19.1,0,48.1,19.1,0,100,105.6,0,142.1,161.1,0,142.1,161.1,0,187.7909,185.6676,185.6676,182,3
1.5,0,0,1,183,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0108,-0.0184,-0.0149,8,0,0,8,0,0,92.2,105.6,0,150.1,161.1,0,150.1,161.1,0,187.68,185.6485,185.6485,182.8,0.2
0,0,0,1,185.4,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0131,0.0021,-0.0013,9.5,0,0,9.5,0,0,93.6,105.6,0,151.6,161.1,0,151.6,161.1,0,187.4571,185.575,185.575,180.8,4.6
0,0,0,1,182,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0183,-0.0133,-0.0206,9.5,0,0,9.5,0,0,92.2,79.1,0,151.6,161.1,0,151.6,161.1,0,187.3636,185.5702,185.5702,180,2
1.4,0,0.7,1,182.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0043,-0.0036,-0.0134,9.5,0,0,9.5,0,0,85.2,78.1,0,151.6,146.1,0,151.6,161.1,0,187.0045,185.4763,185.4763,180.2,2.6
2,0,0,1,180.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0109,-0.0141,-0.0208,10.9,0.7,0,10.9,0.7,0,86.6,78.8,0,153,146.3,0,153,161.8,0,186.7272,185.4076,185.4076,180.3,0.5
0,0,0,1,180,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0044,-0.0102,-0.0202,16.8,30.2,0,16.8,30.2,0,100.5,108.3,0,150.4,140.3,0,166.9,191.3,0,186.02,185.2925,185.2925,180.1,0.1
0,0,0,1,180.2,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0011,-0.0055,-0.0137,15.3,30.2,0,15.3,30.2,0,100.4,108.3,0,139.3,139.3,0,166.9,191.3,0,185.7333,185.1634,185.1634,181,0.8
0,0,2,1,180.3,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0005,-0.0001,-0.0094,15.3,30.2,0,15.3,30.2,0,100.4,108.3,0,139.3,139.3,0,166.9,191.3,0,185.4818,185.0452,185.0452,182.3,2
0,0,0,1,180.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0011,-0.0003,-0.0084,15.3,32.2,0,15.3,32.2,0,100.4,110.3,0,124.8,137.8,0,166.9,193.3,0,185.1272,184.9348,184.9348,184.5,4.4
0,0,2.5,1,181,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0049,0.0044,0.0006,13.9,31.5,0,13.9,31.5,0,100.4,110.3,0,124.8,137.8,0,166.9,193.3,0,184.6727,184.825,184.825,184.1,3.1
0,0,0,1,182.3,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0071,0.0101,0.0086,4.5,8,0,4.5,8,0,92.5,106.3,0,129.3,143.8,0,171.4,199.3,0,183.815,185.2071,184.74,183.1,0.8
0,0,0,1,184.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.012,0.0185,0.0211,4.5,8,0,4.5,8,0,92.5,106.3,0,113.5,143.8,0,171.4,199.3,0,183.7428,185.2404,184.6869,183.1,1.4
0,0,0,1,184.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0021,0.0082,0.016,4.5,8,0,4.5,8,0,92.5,106.3,0,113.4,143.8,0,171.4,199.3,0,183.7772,185.2976,184.6829,178.5,5.6
0,0,0,1,183.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0054,-0.0029,0.0072,4.5,6,0,4.5,6,0,87.5,106.3,0,112,117.3,0,171.4,199.3,0,183.5545,185.2697,184.6708,177,6.1
0,0,0,1,183.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0,-0.0043,0.0049,4.5,6,0,4.5,6,0,80,106.3,0,105,116.3,0,171.4,184.3,0,183.3818,185.2204,184.6387,174.8,8.3
0,0,0,1,178.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0251,-0.0268,-0.0224,1.4,0.7,0,1.4,0.7,0,45.6,39,0,106.4,117,0,157.4,149,0,183.26,185.4142,184.608,175.7,2.8
0,0,0,1,177,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0084,-0.0251,-0.0294,1.4,0.7,0,1.4,0.7,0,39.6,38.9,0,106.4,117,0,156.3,149,0,183.0333,185.2666,184.4882,178.9,1.9
0,0,0,1,174.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0124,-0.0263,-0.0385,1.4,0.7,0,1.4,0.7,0,30.7,38.9,0,106.3,117,0,145.2,148,0,182.759,185.0309,184.3442,175.1,0.3
48.4,0,9.5,1,175.7,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0051,-0.006,-0.0278,1.4,0.7,0,1.4,0.7,0,30.7,38.9,0,106.3,117,0,145.2,148,0,182.2545,184.793,184.1641,171.9,3.8
0,0,0,1,178.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0182,0.0174,-0.0031,49.8,10.2,0,49.8,10.2,0,79.1,48.4,0,154.7,126.5,0,179.1,154,0,181.7272,184.5863,184.0074,172,6.9
0,0,0.5,1,175.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0212,-0.0077,-0.0203,48.4,9.5,0,48.4,9.5,0,79.1,48.4,0,142.3,116.5,0,179.1,154,0,180.88,184.4785,183.9145,169.2,5.9
0,0,0,1,171.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0182,-0.0264,-0.032,48.4,10,0,48.4,10,0,72.1,48.9,0,142.3,117,0,179.1,154.5,0,180.6047,184.1738,183.7571,172.1,0.2
0,0,0,1,172,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0005,-0.0188,-0.0226,48.4,10,0,48.4,10,0,71.1,48.9,0,142.3,117,0,163.3,154.5,0,180.209,183.7666,183.5491,172,0
0,0,6.5,1,169.2,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0162,-0.0219,-0.0334,48.4,10,0,48.4,10,0,69.6,48.9,0,142.3,117,0,163.2,154.5,0,179.709,183.493,183.35,170,0.8
0,0,0,1,172.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0171,0.0062,-0.0105,0,7,0,0,7,0,69.6,55.4,0,137.3,123.5,0,161.8,134.5,0,178.9727,183.1681,183.1101,170,2.1
2.5,0,0,1,172,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0005,0.0052,-0.0089,59.2,41,0,59.2,41,0,125.4,88.7,0,186.4,108.5,0,214,167.5,0,178.195,182.488,182.9266,171.8,0.2
0,0,0,1,170,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0116,-0.0064,-0.0175,61.7,40.5,0,61.7,40.5,0,127.9,62.7,0,155.7,89.5,0,216.5,167.5,0,177.9,182.0571,182.7475,175,5
0,0,0,1,170,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0,-0.0079,-0.0102,61.7,40.5,0,61.7,40.5,0,116,59.2,0,149.7,89.4,0,216.5,167.5,0,177.5409,181.5785,182.5419,176.4,6.4
0,0,0,1,171.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0105,0.0066,0.0045,61.7,40.5,0,61.7,40.5,0,116,59.2,0,140.8,89.4,0,216.4,167.5,0,177.0863,181.3093,182.3428,174.7,2.9
0,0,0,1,175,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0186,0.0257,0.0233,61.7,34,0,61.7,34,0,116,59.2,0,140.8,89.4,0,216.4,167.5,0,176.7045,181.0931,182.1781,174.8,0.2
20.6,0,25,1,176.4,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.008,0.0239,0.0289,2.5,0.8,0,2.5,0.8,0,116,55.5,0,140.8,90.2,0,204,158.3,0,176.055,180.3428,182.1609,172.9,3.5
5.5,0,0,1,174.7,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0096,0.0017,0.0129,20.6,25.8,0,20.6,25.8,0,132.1,77,0,161.4,115.2,0,224.6,183.3,0,176.0714,180.0666,182.1281,174.6,0.1
0,0,2.5,1,174.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0005,-0.0032,0.0113,26.1,25.8,0,26.1,25.8,0,137.6,77,0,159.9,115.2,0,230.1,183.3,0,176.009,179.7261,182.0453,173.5,1.3
98.7,0,38.5,1,172.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0108,-0.0136,-0.0019,26.1,28.3,0,26.1,28.3,0,137.6,79.5,0,158.9,117.7,0,230.1,185.8,0,175.6681,179.6116,181.95,173.7,0.8
79.1,0,0.2,1,174.6,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0098,0.0026,0.0054,124.8,66.8,0,124.8,66.8,0,236.3,118,0,256.1,156.2,0,328.8,224.3,0,175.1409,179.459,181.8062,174.8,0.2
0,0,0,1,173.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0063,-0.0034,-0.0046,203.9,79.2,0,203.9,79.2,0,315.4,131.2,0,333.8,168.7,0,395.4,237.5,0,173.87,178.8214,181.7093,175.3,1.8
0,0,0,1,173.7,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0011,0.0001,-0.0049,183.3,54.2,0,183.3,54.2,0,314,130.5,0,331.8,168.7,0,392.8,188.5,0,173.8523,178.5761,181.5953,174.9,1.2
0,0,0,1,174.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0063,0.0049,0.0024,177.8,54.2,0,177.8,54.2,0,314,130.5,0,331.8,142.7,0,359.6,169.5,0,173.8454,178.3285,181.4375,175.9,1.1
0,0,0.4,1,175.3,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0028,0.0074,0.0066,177.8,51.7,0,177.8,51.7,0,314,130.5,0,319.9,139.2,0,353.6,169.4,0,173.6772,178.2465,181.2828,176.8,1.5
1.3,0,6,1,174.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0022,0.0017,0.0038,79.1,13.6,0,79.1,13.6,0,314,130.9,0,319.9,139.6,0,344.7,169.8,0,173.6,178.1795,181.1015,176.9,2
48,0,11,1,175.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0057,0.0051,0.0095,49.8,21.4,0,49.8,21.4,0,315.4,142.4,0,369.7,158.6,0,394.5,190.8,0,173.235,177.4833,180.9671,175.5,0.4
16.7,0,0,1,176.8,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0051,0.0081,0.0121,97.8,32.4,0,97.8,32.4,0,363.4,153.4,0,417.7,167.1,0,442.5,201.8,0,173.3619,177.219,180.8531,178.1,1.3
0,0,0,1,176.9,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0005,0.0058,0.0109,114.5,32.4,0,114.5,32.4,0,380.1,153.4,0,429.9,163.6,0,459.2,201.8,0,173.5181,177.0238,180.7109,179.7,2.8
0,0,0,1,175.5,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,-0.0079,-0.0058,0.0001,64.7,11,0,64.7,11,0,380.1,146.4,0,429.9,163.6,0,449.7,201.8,0,174.1111,176.5375,180.2516,177.6,2.1
0,0,0,1,178.1,2873.55,4705.55,2729,2863.4,5240.66,2707.4,5167.5,6274.6,5687,41.002,159.223,54.338,54,291,72,0.0148,0.0096,0.0134,16.7,0,0,16.7,0,0,380.1,146.4,0,429.9,163.6,0,448.3,201.1,0,174.1842,176.355,180.0354,173.9,4.2
