LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
0,0,0,2.93,158.7713,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0078,0.004,-0.0141,62.7,5,0,62.7,5,0,127.3,56.1,0,218,164.6,0,250.8,180.1,0,161.7681,160.5321,159.4148,163.7542,4.9829
0,0,0,2.93,160.4095,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0103,0.0167,0.0015,44,5,0,44,5,0,127.3,55.9,0,218,164.6,0,250.8,180.1,0,161.5625,160.4881,159.4041,164.1095,3.7
0,0,0,2.93,163.7883,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.021,0.0307,0.0262,44,5,0,44,5,0,127.1,51.4,0,218,164.1,0,250.8,180.1,0,161.5912,160.4862,159.3751,159.5189,4.2694
0,0,0,2.93,163.7542,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0002,0.0171,0.0241,60.4,19,0,60.4,19,0,167.5,70.4,0,243.7,168.6,0,293.2,199.1,0,161.7049,160.7728,159.4474,156.9655,6.7887
0,0,0,2.92,164.1095,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0021,0.0089,0.0246,42.4,19,0,42.4,19,0,167.5,70.4,0,221.7,157.6,0,293.2,199.1,0,161.8127,160.9898,159.5582,153.4482,10.6613
0,0,2,2.91,159.5189,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0279,-0.0266,-0.0077,42.4,19,0,42.4,19,0,167.5,70.4,0,221.7,157.6,0,293.2,199.1,0,161.9276,161.1584,159.6748,153.9792,5.5397
0,0,0,2.9,156.9655,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.016,-0.0338,-0.0258,42.4,21,0,42.4,21,0,167.5,71.5,0,221.7,159.6,0,293.2,195.1,0,161.6203,161.1174,159.6831,151.7241,5.2414
30.1,0,13,2.9,153.4482,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0224,-0.0421,-0.0471,42.4,21,0,42.4,21,0,167.5,71.5,0,221.7,159.6,0,260.5,193.1,0,161.2202,161.0161,159.7106,155.1724,1.7242
0,0,0,2.89,153.9792,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,-0.017,-0.0393,30.1,15,0,30.1,15,0,169.6,80,0,251.8,117.1,0,290.5,198.6,0,160.7407,160.7988,159.6716,156.3573,2.3781
0,0,0,2.9,151.7241,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0146,-0.0198,-0.0479,30.1,15,0,30.1,15,0,169.6,80,0,199.8,92.1,0,290.5,198.6,0,160.3849,160.6267,159.5853,156.8965,5.1724
0,0,0,2.9,155.1724,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0227,0.0138,-0.0156,30.1,15,0,30.1,15,0,143.6,80,0,199.8,92.1,0,290.5,198.6,0,159.9518,160.3978,159.462,159.1695,3.9971
0,0,0,2.91,156.3573,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0076,0.0177,-0.0003,30.1,13,0,30.1,13,0,143.6,80,0,199.8,90.1,0,290.5,198.6,0,159.5752,160.2671,159.384,159.7222,3.3649
0,0,0,2.9,156.8965,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,0.016,0.0102,30.1,13,0,30.1,13,0,143.6,80,0,199.8,89.9,0,290.5,198.6,0,159.3504,160.1718,159.3647,159.5833,2.6868
0,0,0,2.89,159.1695,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0144,0.0193,0.0273,0,3,0,0,3,0,140.9,69,0,197.6,88.4,0,273.8,191.1,0,158.8023,160.0215,159.335,155.6055,3.564
0,0,0,2.88,159.7222,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,0.0142,0.0288,0,3,0,0,3,0,140.9,69,0,197.6,88.4,0,273.8,186.6,0,158.8206,159.9471,159.3427,155.6401,4.0821
0,0,0,2.88,159.5833,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0008,0.0062,0.022,0,3,0,0,3,0,140.9,69,0,197.6,88.4,0,251.8,175.6,0,158.8636,159.9179,159.3874,152.7777,6.8056
0,0,0,2.89,155.6055,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0249,-0.0243,-0.0085,0,3,0,0,3,0,140.9,69,0,197.6,88.4,0,251.8,175.6,0,158.635,159.9095,159.4107,148.7889,6.8166
0,0,0,2.89,155.6401,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0002,-0.0168,-0.0118,0,3,0,0,3,0,135.2,42,0,197.6,87.5,0,251.8,175.6,0,158.348,159.8046,159.3879,149.1003,6.5398
2.1,0,0,2.88,152.7777,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0183,-0.0265,-0.0304,59,73.5,0,59,73.5,0,175.5,115.5,0,228.6,157.5,0,310.8,249.1,0,157.9573,159.8873,159.4216,149.618,3.1597
0,0,0,2.89,148.7889,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0261,-0.038,-0.0526,61.1,73.5,0,61.1,73.5,0,151.6,110.5,0,230.7,156.5,0,312.9,193.6,0,157.7106,159.7654,159.3936,149.5486,0.7597
0,0,0,2.89,149.1003,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.002,-0.0216,-0.0436,61.1,73.5,0,61.1,73.5,0,151.6,110.5,0,230.7,156.5,0,260.9,168.6,0,157.3051,159.4814,159.299,149.7222,0.6219
0,0,0,2.88,149.618,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,-0.004,-0.0313,61.1,73.5,0,61.1,73.5,0,133.6,110.5,0,204.7,156.5,0,260.9,168.6,0,156.9462,159.2219,159.2085,148.3275,1.2905
0,0,0,2.88,149.5486,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0004,0.0025,-0.0226,61.1,73.5,0,61.1,73.5,0,133.6,110.5,0,204.7,156.5,0,260.9,166.6,0,156.5863,158.9876,159.109,149.7909,0.2423
2,0,1.5,2.88,149.7222,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0011,0.002,-0.0122,15.1,39.5,0,15.1,39.5,0,146.6,150,0,217.7,182,0,271.7,201.4,0,155.5739,158.6375,158.9998,149.8257,0.1035
0.7,0,0,2.87,148.3275,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0093,-0.0087,-0.016,15,41,0,15,41,0,148.6,132.5,0,217,183.5,0,273.7,202.9,0,155.2953,158.384,158.8531,151.5679,3.2404
0,0,0,2.87,149.7909,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0098,0.0039,0.0006,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,154.9786,158.0054,158.6831,152.6132,2.8223
0,0,0,2.87,149.8257,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0002,0.0036,0.0037,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,154.3439,157.8051,158.5929,153.8461,4.0204
0,0,0,2.87,151.5679,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0116,0.015,0.0143,15.7,41,0,15.7,41,0,106.9,132.5,0,217.7,183.5,0,274.4,202.9,0,153.6946,157.6151,158.4665,150.8771,0.6908
0,0,0,2.87,152.6132,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0068,0.0147,0.0189,2.7,1.5,0,2.7,1.5,0,76.8,117.5,0,193.3,156.5,0,246.4,198.5,0,153.1458,156.9801,158.303,153.2752,0.662
0,0,41.5,2.86,153.8461,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.008,0.0165,0.0242,0.7,0,0,0.7,0,0,76.8,117.5,0,193.3,156.5,0,246.4,198.5,0,153.1205,156.7658,158.1571,154.4444,0.5983
4,0,0.6,2.85,150.8771,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0192,-0.0117,0.0004,0,41.5,0,0,41.5,0,76.8,159,0,167.3,193,0,246.4,239,0,153.1535,156.5677,158.0414,155.0522,4.1751
0,0,0,2.87,153.2752,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0158,0.0054,0.0152,4,42.1,0,4,42.1,0,80.8,159.6,0,171.3,193.6,0,250.4,239.6,0,153.0125,156.4289,157.8806,159.7222,6.447
0,0,0,2.88,154.4444,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0076,0.0116,0.0181,4,42.1,0,4,42.1,0,80.8,159.6,0,153.3,193.6,0,224.4,239.6,0,153.083,156.3538,157.7596,158.6206,4.1762
20,0,0,2.87,155.0522,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0039,0.0143,0.0177,4,45.6,0,4,45.6,0,80.8,163.1,0,153.3,197.1,0,224.4,243.1,0,152.6922,155.9009,157.6573,158.5172,3.465
0,0,0,2.88,159.7222,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0301,0.0354,0.0432,24,45.6,0,24,45.6,0,100.8,163.1,0,173.3,197.1,0,244.4,229.1,0,152.8045,155.6535,157.5423,162.0689,2.3467
0,0,45,2.9,158.6206,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0068,0.0141,0.0282,24,4.1,0,24,4.1,0,100.8,160.1,0,173.3,178.1,0,241.7,229.1,0,153.119,155.7527,157.5321,168.9655,10.3449
0,0,0.3,2.9,158.5172,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0006,0.0045,0.0219,20,48.5,0,20,48.5,0,100.8,205.1,0,130.9,223.1,0,241.7,274.1,0,153.094,155.821,157.4755,168.3848,9.8676
0,0,0,2.9,162.0689,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0224,0.0196,0.0403,20,48.8,0,20,48.8,0,100.8,205.4,0,130.9,223.4,0,241.7,274.4,0,153.0393,155.8837,157.4371,171.5068,9.4379
0,0,0,2.9,168.9655,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0425,0.0577,0.0735,20,49.8,0,20,49.8,0,100.8,209.9,0,130.9,225.9,0,217.3,251.9,0,152.9052,155.5393,157.5279,171.8213,2.8558
0,0,0,2.91,168.3848,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0034,0.0318,0.0548,0,49.8,0,0,49.8,0,100.8,145.9,0,100.8,212.9,0,217.3,251.9,0,153.67,155.7613,157.7183,172.4137,4.0289
0,0,0,2.92,171.5068,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0185,0.0302,0.0611,0,49.8,0,0,49.8,0,41.8,136.4,0,100.8,212.9,0,217.3,251.9,0,154.3388,156.0619,157.8862,169.5501,1.9567
0,0,0,2.91,171.8213,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0018,0.0129,0.0478,0,4.8,0,0,4.8,0,39.7,136.4,0,100.8,212.9,0,191.3,246.9,0,155.1901,156.4211,158.1153,172.8373,1.016
0,0,0,2.9,172.4137,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0034,0.0108,0.0405,0,4.5,0,0,4.5,0,39.7,136.4,0,100.8,212.9,0,191.3,246.9,0,156.2371,156.7711,158.3113,173.0103,0.5966
0,0,27,2.89,169.5501,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0166,-0.0137,0.0112,0,2.5,0,0,2.5,0,39.7,138.9,0,100.8,215.4,0,173.3,249.4,0,158.0681,157.0724,158.4709,173.0103,3.4602
46.5,0,0,2.89,172.8373,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0193,0.0091,0.0212,0,29.5,0,0,29.5,0,39.7,157.9,0,100.8,242.4,0,173.3,276.4,0,158.6149,157.29,158.6297,178.8194,5.9821
0,0,0,2.89,173.0103,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.001,0.0082,0.013,46.5,29.5,0,46.5,29.5,0,73.2,126.4,0,147.3,242.4,0,219.8,276.4,0,159.2614,157.5054,158.8589,177.2916,4.2813
0,0,0,2.89,173.0103,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,0.007,0.0096,46.5,29.5,0,46.5,29.5,0,71.2,124.9,0,147.3,239.4,0,219.8,257.4,0,160.3199,157.866,159.0709,184.2013,11.191
4,0,22,2.88,178.8194,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0335,0.0339,0.0395,46.5,29.5,0,46.5,29.5,0,70.5,124.9,0,147.3,239.4,0,177.4,257.4,0,161.4418,158.2102,159.2248,181.5972,2.7778
0,0,0,2.88,177.2916,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0085,0.0134,0.0244,258.5,93,0,258.5,93,0,282.5,190.9,0,359.3,305.4,0,389.4,321.4,0,163.9678,158.3973,159.437,178.8541,1.5625
0,0,0,2.88,184.2013,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0389,0.0443,0.0595,258.5,66,0,258.5,66,0,282.5,190.9,0,359.3,305.4,0,389.4,321.4,0,164.6022,158.8812,159.6358,173.6111,10.5902
0,0,0,2.88,181.5972,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0141,0.0082,0.0345,212,66,0,212,66,0,282.5,190.9,0,359.3,241.4,0,359.3,308.4,0,165.4931,159.6135,160.0009,169.618,11.9792
0,0,0.3,2.88,178.8541,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0151,-0.012,0.009,212,66,0,212,66,0,282.5,190.9,0,300.3,231.9,0,359.3,308.4,0,166.8106,160.1247,160.3301,168.7108,10.1433
3.3,0,0,2.88,173.6111,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0293,-0.0437,-0.0252,212,66.3,0,212,66.3,0,282.5,149.7,0,298.2,232.2,0,359.3,308.7,0,167.9473,160.5504,160.6056,167.2473,6.3638
29.5,0,0,2.88,169.618,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.023,-0.0472,-0.0481,3.3,38.3,0,3.3,38.3,0,281.8,187.1,0,301.5,270.2,0,362.6,346.7,0,170.4927,161.356,160.7815,166.6666,2.9514
0,0,0,2.87,168.7108,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0053,-0.0305,-0.0506,32.8,38.3,0,32.8,38.3,0,311.3,187.1,0,331,270.2,0,392.1,346.7,0,170.4511,161.6717,160.9229,166.6666,2.0442
0,0,0,2.87,167.2473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0086,-0.0199,-0.0511,32.8,38.3,0,32.8,38.3,0,311.3,183.6,0,331,262.2,0,392.1,346.7,0,170.372,161.953,161.0358,170.1736,2.9263
0.2,0,4.5,2.88,166.6666,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0034,-0.011,-0.0467,29.5,0.3,0,29.5,0.3,0,291.3,138.6,0,315.3,229.5,0,392.1,344,0,173.4139,162.27,161.0186,177.0833,10.4167
20,0,0,2.88,166.6666,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0,-0.0052,-0.0328,0.2,4.8,0,0.2,4.8,0,291.5,143.1,0,315.5,234,0,392.3,348.5,0,173.0588,162.5465,161.1011,164.9652,1.7014
0,0,9,2.88,170.1736,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.021,0.0198,-0.0001,20.2,4.8,0,20.2,4.8,0,311.5,138.6,0,335.5,234,0,412.3,348.5,0,172.7392,162.8222,161.1786,164.9305,5.2431
6.1,0,2.5,2.88,177.0833,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0406,0.055,0.0481,20.2,13.8,0,20.2,13.8,0,311.5,147.6,0,335.5,243,0,412.3,293.5,0,172.7996,163.0015,161.3476,167.2473,9.836
0.9,0,2.5,2.88,164.9652,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0684,-0.037,-0.0264,26.3,16.3,0,26.3,16.3,0,317.6,150.1,0,341.6,245.5,0,359.4,286.5,0,173.2345,163.3368,161.6014,169.6853,4.7201
0,0,0,2.88,164.9305,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0002,-0.034,-0.0228,28.7,18.5,0,28.7,18.5,0,320,152.6,0,340,205.9,0,359.7,289,0,172.9952,164.3611,161.73,168.5614,3.6309
0,0,0,2.87,167.2473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.014,-0.0103,-0.0059,28.5,14,0,28.5,14,0,320,152.6,0,340,205.9,0,359.7,289,0,172.5707,164.7439,161.8493,164.4055,2.8418
0,0,0.2,2.86,169.6853,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0145,0.0239,0.0085,8.5,14,0,8.5,14,0,320,150.1,0,340,205.9,0,359.7,289,0,172.3045,165.1863,161.986,166.9473,2.738
0,0,0,2.85,168.5614,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0066,0.0076,-0.0006,8.5,5.2,0,8.5,5.2,0,320,123.3,0,340,202.6,0,359.7,281.2,0,172.3113,165.2961,162.1356,167.2631,1.2983
0,0,0.3,2.86,164.4055,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0246,-0.0242,-0.0268,2.4,2.7,0,2.4,2.7,0,273.5,123.3,0,320,202.6,0,346.7,249.7,0,172.0975,165.3738,162.2126,169.014,4.6085
89.6,0,0,2.85,166.9473,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0154,-0.0036,-0.007,3.5,4.5,0,3.5,4.5,0,273,105.6,0,323.5,161.6,0,347.5,252.5,0,171.1953,166.5566,162.2231,166.8771,0.0702
0,0,0,2.85,167.2631,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0018,0.0037,0.0035,93.1,4.5,0,93.1,4.5,0,187,61.6,0,413.1,161.6,0,437.1,252.5,0,170.9717,166.9847,162.2688,167.8321,0.569
10.1,0,9,2.84,169.014,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0104,0.0168,0.012,93.1,4.5,0,93.1,4.5,0,154.6,61.6,0,413.1,161.6,0,437.1,252.5,0,170.7863,167.377,162.3937,167.5174,1.4966
1.3,0,0,2.85,166.8771,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0126,-0.0051,-0.0042,103.2,13.3,0,103.2,13.3,0,164.7,70.6,0,423.2,166.1,0,447.2,261.5,0,170.3724,167.417,162.5881,170.8741,3.997
0,0,0,2.86,167.8321,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0057,0.0006,0.0017,104.5,13.3,0,104.5,13.3,0,166,70.6,0,424.5,166.1,0,448.5,261.5,0,169.5062,167.4041,162.8047,170.7342,2.9021
0,0,0,2.86,167.5174,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0018,-0.0023,0.0014,101,9,0,101,9,0,162.7,70.3,0,424.5,166.1,0,444.5,219.4,0,167.9941,168.5367,163.0281,170.1048,2.5874
0,0,0,2.86,170.8741,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.02,0.0206,0.0224,11.4,9,0,11.4,9,0,162.7,70.3,0,424.5,166.1,0,444.5,219.4,0,167.969,168.8928,163.2828,168.7412,2.1329
0,0,0,2.86,170.7342,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0008,0.0118,0.0159,11.4,9,0,11.4,9,0,162.7,32.3,0,424.5,166.1,0,444.5,219.4,0,168.1143,169.3035,163.5361,172.3426,1.6084
0,0,0,2.86,170.1048,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0036,0.0023,0.009,1.3,0,0,1.3,0,0,133.2,32.3,0,424.5,163.6,0,444.5,219.4,0,168.1701,169.3384,163.768,170.4195,0.3147
0,0,0,2.86,168.7412,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.008,-0.0107,-0.0014,0,0,0,0,0,0,133.2,32.3,0,424.5,136.6,0,444.5,215.9,0,168.2398,169.3567,163.981,166.4335,2.3077
0,0,0,2.86,172.3426,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,0.0213,0.0146,0.02,44.1,13,0,44.1,13,0,177.3,45.3,0,422.1,149.6,0,468.6,183.9,0,168.3145,170.2081,164.1354,165.5052,6.8374
0,0,0,2.86,170.4195,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0111,0.0001,0.004,44.1,13,0,44.1,13,0,177.3,45.3,0,418.1,127.6,0,468.6,183.6,0,168.5063,170.5538,164.3389,167.8745,2.545
0,0,0,2.86,166.4335,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0233,-0.0238,-0.0215,44.1,13,0,44.1,13,0,177.3,45,0,242.5,83.6,0,468.6,183.6,0,168.5933,170.7625,164.5137,166.4335,0
0,0,0,2.87,165.5052,3531.099,4938.513,3981.145,3483.586,4863.563,3925.909,7037.133,10000.747,7563.774,48.806,252.324,53.1,59,700,63,-0.0055,-0.0249,-0.0261,44.1,13,0,44.1,13,0,177.1,40.5,0,210.1,83.6,0,468.6,183.6,0,168.5827,170.657,164.6884,166.3986,0.8934
