Fecha,LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente
20000915,0.1000,0.0000,0.0000,1.0000,174.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0,-0.0053353658536585365853658536,-0.0095145157355452549402293242,18.8000,4.2000,0.0000,18.8000,4.2000,0.0000,37.2000,6.9000,0.0000,37.9000,19.9000,0.0000,37.9000,19.9000,0.0000,174.0857,169.2439,169.4733,178.8000
20000918,0.0000,0.0000,0.0000,1.0000,175.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0063218390804597701149425287,0.0043977055449330783938814532,-0.0017916768466487498982001791,7.9000,3.5000,0.0000,7.9000,3.5000,0.0000,37.3000,6.9000,0.0000,38.0000,19.9000,0.0000,38.0000,19.9000,0.0000,174.7631,169.6666,169.5475,179.8000
20000919,0.0000,0.0000,0.0000,1.0000,174.3000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0045688178183894917190177042,-0.0003823360734085260944370102,-0.006999267518515504191421828,7.9000,3.5000,0.0000,7.9000,3.5000,0.0000,37.3000,6.9000,0.0000,38.0000,19.9000,0.0000,38.0000,19.9000,0.0000,174.7800,169.8025,169.5754,180.9000
20000920,6.0000,0.0000,0.6000,1.0000,178.8000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0258175559380378657487091222,0.0248376003056935422239205197,0.0214641312331673875785521913,7.9000,3.5000,0.0000,7.9000,3.5000,0.0000,19.6000,4.4000,0.0000,38.0000,19.9000,0.0000,38.0000,19.9000,0.0000,174.7571,169.9625,169.5393,180.0000
20000921,0.0000,0.0000,0.0000,1.0000,179.8000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0055928411633109619686800895,0.0212040893600908746686861037,0.0257538712306438467807660961,11.6000,1.1000,0.0000,11.6000,1.1000,0.0000,25.6000,5.0000,0.0000,44.0000,20.5000,0.0000,44.0000,20.5000,0.0000,174.9409,170.1780,169.6016,181.1000
20000922,0.0000,0.0000,0.0000,1.0000,180.9000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0061179087875417130144605117,0.0183899418277350347157065116,0.0286758732737611697806661251,6.1000,0.6000,0.0000,6.1000,0.6000,0.0000,25.6000,5.0000,0.0000,44.0000,20.5000,0.0000,44.0000,20.5000,0.0000,175.4681,170.4071,169.7049,180.4000
20000925,0.0000,0.0000,0.0000,1.0000,180.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.004975124378109452736318408,0.000926784059314179796107507,0.0186757215619694397283531409,6.0000,0.6000,0.0000,6.0000,0.6000,0.0000,24.9000,4.8000,0.0000,43.3000,7.5000,0.0000,44.0000,20.5000,0.0000,176.6350,171.2375,169.8491,182.0000
20000926,0.0000,0.0000,0.0000,1.0000,181.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0061111111111111111111111111,0.0048085814684668022933234696,0.0199533349424732480489178534,6.0000,0.6000,0.0000,6.0000,0.6000,0.0000,24.9000,4.8000,0.0000,43.3000,7.5000,0.0000,44.0000,20.5000,0.0000,176.7952,171.6375,169.9622,180.1000
20000927,0.0000,0.0000,0.0000,1.0000,180.4000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0038652678078409718387631143,-0.0014760147601476014760147602,0.01024,6.0000,0.6000,0.0000,6.0000,0.6000,0.0000,24.9000,4.8000,0.0000,43.3000,7.5000,0.0000,44.0000,20.5000,0.0000,176.9909,171.8682,170.1180,180.1000
20000928,0.0000,0.0000,0.0000,1.0000,182.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0088691796008869179600886918,0.0083102493074792243767313019,0.0148968374093842109455906954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.9000,4.8000,0.0000,43.3000,7.5000,0.0000,44.0000,20.5000,0.0000,177.3636,172.0714,170.2524,180.1000
20000929,0.0000,0.0000,0.0000,1.0000,180.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0104395604395604395604395604,-0.0058877644894204231830726771,-0.0018210609659540775930324624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.9000,4.8000,0.0000,43.3000,7.5000,0.0000,44.0000,20.5000,0.0000,177.6454,172.3023,170.4606,180.5000
20001002,0.0000,0.0000,56.0000,1.0000,180.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0,-0.0040552995391705069124423963,-0.0028474254528197421498062169,0.0000,10.6000,0.0000,0.0000,10.6000,0.0000,24.9000,15.4000,0.0000,43.3000,18.1000,0.0000,44.0000,31.1000,0.0000,177.7350,173.2707,170.7049,180.3000
20001003,0.0000,0.0000,0.0000,1.0000,180.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0,-0.0035042419771302102545186278,-0.0030839791238336232800885656,0.0000,66.6000,0.0000,0.0000,66.6000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,44.0000,87.1000,0.0000,177.8476,173.7609,170.9393,180.3000
20001004,0.0000,0.0000,0.0000,1.0000,180.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0022209883398112159911160466,0.0022209883398112159911160466,-0.0002373793321728121538218072,0.0000,66.6000,0.0000,0.0000,66.6000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,44.0000,87.1000,0.0000,177.9500,174.2512,171.1557,177.2000
20001005,0.0000,0.0000,0.0000,1.0000,180.3000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0011080332409972299168975069,0.0003698908821897540225633438,-0.0017400933322787313137704658,0.0000,66.6000,0.0000,0.0000,66.6000,0.0000,24.9000,71.4000,0.0000,25.6000,71.6000,0.0000,44.0000,87.1000,0.0000,178.0545,174.4000,171.4065,176.6000
20001006,0.0000,0.0000,0.0000,1.0000,180.3000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0,0,-0.0011080332409972299168975069,0.0000,66.6000,0.0000,0.0000,66.6000,0.0000,24.9000,71.4000,0.0000,25.6000,71.6000,0.0000,44.0000,87.1000,0.0000,178.0545,174.5372,171.6000,176.7000
20001009,0.0000,0.0000,0.0000,1.0000,177.2000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0171935662784248474764281753,-0.0175568286823138052116059878,-0.0182048440715529523507994301,0.0000,56.0000,0.0000,0.0000,56.0000,0.0000,24.9000,71.4000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,178.4850,175.4707,171.7983,175.8000
20001010,0.0000,0.0000,0.0000,1.0000,176.6000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.003386004514672686230248307,-0.0148754183711416883599851246,-0.0177975528364849833147942158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2000,71.4000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,178.4238,175.7682,171.9491,172.0000
20001011,0.0000,0.0000,0.0000,1.0000,176.7000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0005662514156285390713476784,-0.007489234225800411907882419,-0.0145008365867261572783045176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9000,70.7000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,178.3409,175.9780,172.0786,172.7000
20001012,0.0000,0.0000,0.0000,1.0000,175.8000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0050933786078098471986417657,-0.0058435438265786993402450518,-0.0168570743788447711112886474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9000,70.7000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,178.3227,175.9952,172.2131,173.1000
20001013,0.0000,0.0000,2.4000,1.0000,172.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0216154721274175199089874858,-0.0247590247590247590247590248,-0.0347923681257014590347923681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9000,70.7000,0.0000,24.9000,71.4000,0.0000,43.3000,74.1000,0.0000,178.3227,175.9906,172.3459,175.5000
20001017,0.0000,0.0000,0.0000,1.0000,172.7000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0040697674418604651162790698,-0.0122020972354623450905624404,-0.0242150294616191783033336024,2.0000,5.4000,0.0000,2.0000,5.4000,0.0000,8.0000,72.6000,0.0000,26.9000,76.8000,0.0000,45.3000,79.5000,0.0000,178.6050,176.5175,172.5983,176.0000
20001018,0.0000,0.0000,0.0000,1.0000,173.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0023161551823972206137811233,-0.0023054755043227665706051873,-0.0159181353041500852757248437,2.0000,5.4000,0.0000,2.0000,5.4000,0.0000,8.0000,72.6000,0.0000,26.9000,76.8000,0.0000,45.3000,79.5000,0.0000,178.3238,176.6325,172.6966,175.5000
20001019,0.0000,0.0000,0.0000,1.0000,175.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0138648180242634315424610052,0.0168018539976825028968713789,0.0035944775753614900743403317,2.0000,5.4000,0.0000,2.0000,5.4000,0.0000,8.0000,72.6000,0.0000,26.9000,76.8000,0.0000,45.3000,79.5000,0.0000,178.2285,176.5463,172.7032,177.0000
20001020,0.0000,0.0000,0.0000,1.0000,176.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0028490028490028490028490028,0.0128524841741799347784385191,0.0078534031413612565445026178,2.0000,5.4000,0.0000,2.0000,5.4000,0.0000,8.0000,72.6000,0.0000,26.9000,76.8000,0.0000,27.6000,77.0000,0.0000,178.2857,176.5214,172.8278,178.2000
20001023,0.6000,0.0000,0.0000,1.0000,175.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0028409090909090909090909091,0.0036218070911170415554708349,0.0054837125552463578327058439,49.5000,49.0000,0.0000,49.5000,49.0000,0.0000,50.0000,121.0000,0.0000,74.9000,125.8000,0.0000,75.6000,125.8000,0.0000,177.9210,176.9073,173.0016,178.9000
20001024,0.1000,0.0000,0.8000,1.0000,177.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0085470085470085470085470085,0.0075901328273244781783681214,0.0150745534982795346550876618,48.6000,49.0000,0.0000,48.6000,49.0000,0.0000,50.6000,121.0000,0.0000,75.5000,125.8000,0.0000,75.5000,125.8000,0.0000,177.8000,177.0414,173.2344,177.3000
20001025,3.5000,0.0000,4.5000,1.0000,178.2000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0067796610169491525423728814,0.0115421002838221381267738883,0.0209526927484039941070551645,48.7000,49.8000,0.0000,48.7000,49.8000,0.0000,50.7000,121.8000,0.0000,64.9000,126.6000,0.0000,75.6000,126.6000,0.0000,177.7619,177.2121,173.4836,176.0000
20001026,0.0000,0.0000,0.0000,1.0000,178.9000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0039281705948372615039281706,0.0113058224985867721876766535,0.0197882736156351791530944625,52.2000,54.3000,0.0000,52.2000,54.3000,0.0000,54.2000,126.3000,0.0000,68.1000,130.4000,0.0000,79.1000,131.1000,0.0000,177.6761,177.2357,173.7163,177.9000
20001027,0.0000,0.0000,0.0000,1.0000,177.3000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.008943543879262157629960872,-0.0041190788241902265493353304,0.0055906660184735051045211473,52.2000,54.3000,0.0000,52.2000,54.3000,0.0000,54.2000,126.3000,0.0000,68.1000,130.4000,0.0000,79.1000,131.1000,0.0000,177.5714,177.2744,173.8000,179.7000
20001030,0.0000,0.0000,0.0000,1.0000,176.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.007332205301748448956570784,-0.0119760479041916167664670658,-0.0051679586563307493540051679,4.2000,5.3000,0.0000,4.2000,5.3000,0.0000,54.2000,126.3000,0.0000,60.3000,126.9000,0.0000,79.1000,131.1000,0.0000,177.0421,177.4658,174.0516,180.2000
20001031,0.0000,0.0000,68.0000,1.0000,177.9000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0107954545454545454545454545,0.0028184892897406989853438557,0.0051658729518120913713778352,3.6000,5.3000,0.0000,3.6000,5.3000,0.0000,54.2000,123.7000,0.0000,60.2000,126.9000,0.0000,79.1000,131.1000,0.0000,176.9900,177.3926,174.2887,180.5000
20001101,61.1000,0.0000,0.0000,1.0000,179.7000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0101180438448566610455311973,0.0148719879518072289156626506,0.0137814313346228239845261122,3.5000,72.5000,0.0000,3.5000,72.5000,0.0000,54.2000,183.7000,0.0000,60.2000,194.9000,0.0000,79.1000,199.1000,0.0000,177.0333,177.3756,174.5451,183.1000
20001102,0.0000,0.0000,0.0000,1.0000,180.2000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0027824151363383416805787423,0.0131184407796101949025487256,0.0131726907630522088353413654,61.1000,68.0000,0.0000,61.1000,68.0000,0.0000,115.3000,127.7000,0.0000,121.3000,194.9000,0.0000,140.2000,199.1000,0.0000,177.0142,177.4309,174.8629,181.9000
20001103,0.0000,0.0000,0.0000,1.0000,180.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.001664816870144284128745838,0.0068798809966530308664931201,0.0122576510174651498157346579,61.1000,68.0000,0.0000,61.1000,68.0000,0.0000,115.3000,127.7000,0.0000,121.3000,194.9000,0.0000,140.2000,199.1000,0.0000,177.0190,177.4953,175.1887,181.3000
20001106,0.0000,0.0000,5.0000,1.0000,183.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.01440443213296398891966759,0.0164692820133234641006661732,0.0249500199920031987205117953,70.6000,68.8000,0.0000,70.6000,68.8000,0.0000,124.8000,128.5000,0.0000,124.8000,195.1000,0.0000,149.7000,199.9000,0.0000,176.6736,177.5243,175.4983,178.1000
20001107,1.9000,0.0000,1.5000,1.0000,181.9000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0065537957400327689787001638,0.0034939315924972416329532916,0.0148242607794691958237028772,70.6000,73.8000,0.0000,70.6000,73.8000,0.0000,124.8000,133.5000,0.0000,124.8000,200.1000,0.0000,149.7000,204.9000,0.0000,176.9950,177.7390,175.7967,178.0000
20001108,2.0000,0.0000,21.0000,1.0000,181.3000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0032985156679494227597581089,-0.0029330889092575618698441796,0.0077821011673151750972762646,72.5000,7.3000,0.0000,72.5000,7.3000,0.0000,126.7000,135.0000,0.0000,126.7000,201.6000,0.0000,151.6000,206.4000,0.0000,177.2285,177.8414,176.0661,177.2000
20001109,7.5000,0.0000,0.0000,1.0000,178.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0176503033645890788747931605,-0.0219659527732015376166941241,-0.0141546734145184247983552111,13.4000,28.3000,0.0000,13.4000,28.3000,0.0000,128.7000,156.0000,0.0000,128.7000,222.6000,0.0000,142.9000,227.4000,0.0000,177.4238,177.9238,176.3290,180.1000
20001110,2.5000,0.0000,6.5000,1.0000,178.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0005614823133071308253790006,-0.0134860520968039903934971365,-0.0148640101201771030993042378,20.9000,28.3000,0.0000,20.9000,28.3000,0.0000,136.2000,156.0000,0.0000,136.2000,222.6000,0.0000,150.1000,226.7000,0.0000,177.4952,177.9279,176.4919,182.8000
20001113,0.0000,0.0000,0.5000,1.0000,177.2000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0044943820224719101123595506,-0.0107927056196501674730182359,-0.0179716570342807378671522445,32.3000,59.0000,0.0000,32.3000,59.0000,0.0000,157.1000,185.1000,0.0000,157.1000,254.1000,0.0000,168.7000,255.2000,0.0000,177.9421,178.0731,176.6532,182.1000
20001114,2.2000,0.0000,0.0000,1.0000,180.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0163656884875846501128668172,0.0131258203637727357959872492,0.0004761526862947385128164432,32.3000,54.5000,0.0000,32.3000,54.5000,0.0000,157.1000,185.6000,0.0000,157.1000,254.6000,0.0000,163.2000,255.2000,0.0000,177.9050,178.1512,176.7741,185.1000
20001115,0.0000,0.0000,0.0000,1.0000,182.8000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0149916712937257079400333148,0.0244722585466093779189239679,0.0157974120822418036040327062,32.6000,53.0000,0.0000,32.6000,53.0000,0.0000,158.8000,182.6000,0.0000,159.3000,252.0000,0.0000,165.3000,255.2000,0.0000,178.0095,178.3000,176.9096,190.0000
20001116,0.0000,0.0000,0.0000,1.0000,182.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0038293216630196936542669584,0.0114793556748750231438622478,0.0121486422105764649833253931,30.6000,32.0000,0.0000,30.6000,32.0000,0.0000,157.3000,182.6000,0.0000,159.3000,244.0000,0.0000,165.3000,255.2000,0.0000,178.2272,178.4071,177.1241,187.1000
20001117,0.0000,0.0000,0.0000,1.0000,185.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0164744645799011532125205931,0.0188990825688073394495412844,0.0286598920292156240076214671,23.1000,32.0000,0.0000,23.1000,32.0000,0.0000,157.3000,182.6000,0.0000,159.3000,188.0000,0.0000,165.3000,255.2000,0.0000,178.6545,178.4930,177.3500,189.2000
20001120,0.0000,0.0000,0.0000,1.0000,190.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0264721772015126958400864398,0.0363636363636363636363636364,0.0527148963115402881114453063,2.2000,0.5000,0.0000,2.2000,0.5000,0.0000,157.3000,182.6000,0.0000,159.3000,188.0000,0.0000,159.3000,254.6000,0.0000,179.5450,178.8317,177.4730,190.0000
20001121,0.0000,0.0000,0.0000,1.0000,187.1000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.0152631578947368421052631579,0.0073582196697774587221823403,0.0269740453226691758801850545,2.2000,0.0000,0.0000,2.2000,0.0000,0.0000,157.3000,135.6000,0.0000,159.3000,188.0000,0.0000,159.3000,254.6000,0.0000,180.0428,179.0804,177.8190,194.0000
20001122,0.0000,0.0000,0.0000,1.0000,189.2000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0112239444147514698022447889,0.0096051227321237993596584845,0.0311429461227032077234506384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,109.3000,133.6000,0.0000,159.3000,188.0000,0.0000,159.3000,254.6000,0.0000,180.3636,179.2317,178.1142,196.0000
20001123,35.3000,0.0000,13.0000,1.0000,190.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0042283298097251585623678647,0.006533639413738301253752428,0.0259179265658747300215982721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.7000,133.6000,0.0000,159.3000,188.0000,0.0000,159.3000,254.6000,0.0000,180.9863,179.4690,178.4190,195.5000
20001124,0.0000,0.0000,0.0000,1.0000,194.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0210526315789473684210526316,0.0277238212961327918064630055,0.0395774324427773099594273904,35.3000,13.0000,0.0000,35.3000,13.0000,0.0000,143.9000,145.8000,0.0000,194.6000,201.0000,0.0000,194.6000,267.6000,0.0000,181.5772,179.7139,178.7365,199.9000
20001127,0.0000,0.0000,7.0000,1.0000,196.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0103092783505154639175257732,0.0258199581297976273551988834,0.0413662239089184060721062619,35.3000,36.5000,0.0000,35.3000,36.5000,0.0000,140.4000,164.8000,0.0000,194.6000,224.5000,0.0000,194.6000,291.1000,0.0000,182.7150,180.0048,179.0825,201.0000
20001128,22.1000,0.0000,0.0000,1.0000,195.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,-0.002551020408163265306122449,0.0112068965517241379310344828,0.0278654048370136698212407992,35.3000,43.5000,0.0000,35.3000,43.5000,0.0000,140.4000,171.8000,0.0000,194.6000,229.1000,0.0000,194.6000,298.1000,0.0000,183.3476,180.3463,179.4031,202.5000
20001129,0.0000,0.0000,0.0000,1.0000,199.9000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0225063938618925831202046036,0.0242527754056362083689154569,0.042852884185422566701445819,57.4000,43.5000,0.0000,57.4000,43.5000,0.0000,162.5000,171.8000,0.0000,216.7000,229.1000,0.0000,216.7000,298.1000,0.0000,183.9000,180.7219,179.7126,200.6000
20001130,0.0000,0.0000,0.0000,1.0000,201.0000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0055027513756878439219609805,0.0196144741291849847818735205,0.0409114448472294148109787675,57.4000,43.5000,0.0000,57.4000,43.5000,0.0000,162.5000,171.8000,0.0000,216.2000,226.1000,0.0000,216.7000,295.5000,0.0000,184.9863,181.1785,180.0444,200.0000
20001201,0.0000,0.0000,0.0000,1.0000,202.5000,2873.5500,4705.5500,2729.0000,2863.4000,5240.6600,2707.4000,5167.5000,6274.6000,5687.0000,41.0020,159.2230,54.3380,54,291,72,0.0074626865671641791044776119,0.0186116700201207243460764588,0.0380052724077328646748681898,22.1000,30.5000,0.0000,22.1000,30.5000,0.0000,162.5000,103.8000,0.0000,214.7000,226.1000,0.0000,216.7000,287.5000,0.0000,186.0363,181.6395,180.4000,200.9000
